ตัวย่อหุ้น,หัวข้อข่าว,วันที่เขียนข่าว,เนื้อหาข่าว,วิเคราะห์,เหตุผล
KTB,KTB ร่วมมือภาครัฐ–เอกชน ออกบัตรสวัสดิการดิจิทัล รองรับโครงการคนละครึ่งเฟส 6,,KTB ได้รับจัดสรรเป็นผู้ให้บริการออกบัตรสวัสดิการดิจิทัล (Digital Wallet) สำหรับโครงการคนละครึ่งเฟส 6 ของรัฐบาล คาดว่าจะช่วยสร้าง vlume ธุรกรรมผ่านแพลตฟอร์ม KTB Netbank เพิ่มขึ้นกว่า 30% ธนาคารไม่ได้เก็บค่าธรรมเนียมจากประชาชน แต่คาดว่าจะสร้างรายได้ค่าธรรมเนียมจากร้านค้าพันธมิตรแทน,กลาง,โครงการดังกล่าวช่วยเสริมภาพลักษณ์ด้านดิจิทัล แต่ในระยะสั้นอาจไม่มีรายได้เข้าตรงจากผู้ใช้บริการ หากสำเร็จ อาจส่งผลดีต่อไตรมาสถัดไปจากการเพิ่มจำนวนผู้ใช้งานดิจิทัลแพลตฟอร์ม
KTB,KTB ปรับกลยุทธ์สินเชื่อบ้าน ดอกเบี้ยลดลง 0.5% ตอบรับกำลังซื้อที่ซบเซา,,"KTB ปรับลดอัตราดอกเบี้ยสินเชื่อบ้านเฉลี่ยลง 0.5% เพื่อกระตุ้นยอดปล่อยสินเชื่อ ตั้งเป้าปล่อยสินเชื่อที่อยู่อาศัยใหม่ให้ได้ 40,000 ล้านบาทในครึ่งปีแรก ธนาคารคาดว่าจะมี NnInterest Incme ชดเชยจากบริการที่ปรึกษาด้านอสังหาริมทรัพย์",กลาง,การลดดอกเบี้ยช่วยกระตุ้นยอดปล่อยสินเชื่อ แต่ margin ดอกเบี้ยน่าจะลดลงเล็กน้อย ปัจจัยบวกและลบอาจชดเชยกัน ทำให้ไม่มีผลกระทบชัดเจนระยะสั้น
KTB,"ดีลใหญ่! KTB ขายพันธบัตรกรีนวงเงิน 10,000 ล้านบาท ตอบโจทย์ ESG",,"KTB ออกพันธบัตรสีเขียว (Green Bnd) มูลค่า 10,000 ล้านบาท อายุ 5 ปี อัตราดอกเบี้ยคงที่ 3.25% ใช้เงินที่ได้ไปลงทุนในโครงการพลังงานหมุนเวียนและการเพิ่มประสิทธิภาพพลังงานในฟินเทคแบงก์ เป็นครั้งแรกในตลาดพันธบัตรไทยที่เน้น ESG อย่างเต็มรูปแบบ",บวก,รองรับนโยบาย ESG ดึงดูดนักลงทุนกลุ่มกรีนบอนด์ ช่วยลดต้นทุนทางการเงินระยะยาวและสร้างภาพลักษณ์ที่ดีต่อผู้ถือหุ้น
KTB,KTB เจอโจทย์ NPL พุ่งหลังโควิด19 สะเทือนหนี้ก่อให้เกิดหนี้เสีย,,KTB รายงาน NPL Rati Q2/2023 ปรับขึ้นจาก 2.1% เป็น 3.4% เหตุหลักมาจากกลุ่มลูกค้ารายย่อยและเอสเอ็มอีที่ยังทยอยฟื้นตัวหลังมาตรการล็อกดาวน์ ธนาคารจัดตั้งสำรองหนี้เสีย (Lanlss prvisin) เพิ่มขึ้น 18% เพื่อรองรับความเสี่ยง,ลบ,NPL ที่พุ่งขึ้นบ่งชี้ถึงคุณภาพสินเชื่อที่อ่อนแอ ความเสี่ยงด้านเครดิตเพิ่มขึ้น นักลงทุนกังวลการใช้เงินสำรองสูง อาจกดดันกำไรสุทธิช่วงถัดไป
KTC,KTC เปิดตัวแคมเปญ ‘Cashback 5% ทุกวันหยุด’ ดันยอดใช้จ่ายเพิ่ม,,KTC (บัตรกรุงไทย) เปิดโปรโมชั่นใหม่ ให้เงินคืน 5% เมื่อใช้จ่ายผ่านบัตรทุกวันเสาร์–อาทิตย์ ตั้งแต่เมษายนถึงมิถุนายน 2025 คาดว่าจะกระตุ้นยอดใช้จ่ายผ่านบัตรเพิ่มขึ้น 20% ในไตรมาส 2 ผู้บริหารคาดค่าธรรมเนียมร้านค้าจะกลับมาฟื้นตัวใน Q2/2025 จากมาตรการนี้,บวก,แคมเปญจ่ายเงินคืนช่วยดึงลูกค้าใช้จ่ายมากขึ้น เพิ่ม NnInterest Incme สัญญาณกำไรจากค่าธรรมเนียมที่ฟื้นตัวผ่านตัวเลขยอดใช้จ่าย
KTC,KTC รุกตลาดบัตรเครดิตใหม่ ‘KTC XStream’ เจาะกลุ่ม Gen Z,,"KTC เปิดตัวบัตรเครดิตรุ่นใหม่ “KTC XStream” สำหรับผู้ใช้งาน Gen Z ตอบโจทย์ไลฟ์สไตล์สายเอ็นเตอร์เทนเมนต์และตลาดออนไลน์ สิทธิประโยชน์เน้นรับเงินคืน 1% ทุกการใช้จ่าย และโปรโมชันส่วนลดกับ Streaming Platfrm ชั้นนำ ตั้งเป้ายอดออกบัตร 150,000 ใบภายในปี 2025",กลาง,หากแคมเปญสำเร็จ ยอดผู้ใช้บัตรจะเพิ่มขึ้น แต่ในระยะแรกต้นทุนการตลาดอาจสูง ต้องรอดูการตอบรับจริงจากกลุ่มเป้าหมาย
KTC,KTC รายได้ดอกเบี้ย Q1/2025 ทรงตัว แต่ NPL ลดลง,,"กำไร Q1/2025 ของ KTC อยู่ที่ 1,100 ล้านบาท ทรงตัว YY เนื่องจากรายได้ดอกเบี้ย (Interest Incme) ลดเล็กน้อย NPL Rati ของบริษัทลดลงจาก 3.8% เหลือ 3.1% เมื่อเทียบกับไตรมาสเดียวกันปีที่แล้ว ผู้บริหารชี้ว่าตลาดบัตรเครดิตฟื้นตัวช้าจากภาวะเศรษฐกิจโลกที่กระทบกำลังซื้อผู้บริโภค",กลาง,การปรับตัวของ NPL เป็นบวก แต่รายได้ดอกเบี้ยทรงตัวกดดันกำไรเติบโต ภาพรวมตลาดบัตรเครดิตยังชะลอตัว
KTC,KTC ทุ่มพันล้าน ถือหุ้น Melnwallet จับตลาดกระเป๋าตังดิจิทัล,,"KTC ลงทุน 1,000 ล้านบาท เข้าถือหุ้นใน Melnwallet ผู้พัฒนากระเป๋าเงินดิจิทัล เป้าหมายจับตลาด eWallet บริการชำระเงินอิเล็กทรอนิกส์ เชื่อมโยงกับบัตรเครดิต KTC คาดว่าจะสร้างรายได้ค่าธรรมเนียมใหม่จากการผูกบัตรและเพิ่มจำนวนผู้ใช้บริการดิจิทัล",บวก,เสริม ecsystem ดิจิทัลของ KTC ช่วยกระจายรายได้จากค่าธรรมเนียมหลายช่องทาง สอดคล้องเทรนด์ FinTech ในไทยที่เติบโตต่อเนื่อง
KTC,KTC เผชิญแรงกดดัน NPL จากลูกหนี้รายย่อย หลังปลดล็อกดาวน์,,ภายหลังสถานการณ์โควิด19 บรรเทา ลูกหนี้บัตรเครดิตของ KTC เริ่มมีภาระหนี้เสียเพิ่มขึ้น NPL Rati Q2/2023 อยู่ที่ 4.2% ฝ่ายบริหารเร่งออกมาตรการติดตามหนี้และปรับโครงสร้างลูกหนี้กลุ่มลูกค้ารายย่อย คาดใช้เวลาฟรีซชำระหนี้จนถึงสิ้นปี 2023,ลบ,ภาระ NPL เพิ่มขึ้นกระทบรายได้ที่คาดว่าจะบันทึกซ้ำ (Prvisin) เพิ่ม นักลงทุนกังวลต่อคุณภาพพอร์ตสินเชื่อบัตรเครดิต
KUMWEL,KUMWEL สั่งผลิตชุดสายไฟ EV สำหรับนิคมฯ ระยอง รับเทรนด์ยานยนต์ไฟฟ้า,,KUMWEL เซ็นสัญญากับหนึ่งในผู้ผลิตรถยนต์ไฟฟ้าสัญชาติไทย สั่งผลิตชุดสายไฟ (EV Wiring Harness) ต้นแบบมูลค่า 450 ล้านบาท คาดส่งมอบล็อตแรกภายใน Q3/2025 บริษัทตั้งใจขยายกำลังการผลิตเพิ่มอีก 20% ในปีนี้ เพื่อตอบโจทย์อุตสาหกรรม EV แห่งอนาคต,บวก,การจับตลาด EV ช่วยเปิดโอกาสเติบโตในอนาคตสูง รายได้จากสัญญาใหม่เข้ามาสนับสนุนผลประกอบการปีนี้
KUMWEL,KUMWEL เพิ่มกำลังผลิตสายเคเบิล Fiber ptic รองรับ 5G,,KUMWEL ลงทุน 800 ล้านบาท ขยายไลน์ผลิตสายเคเบิล Fiber ptic ในโรงงานชลบุรี เน้นรองรับโครงการ 5G ของผู้ให้บริการโทรคมนาคมรายใหญ่ คาดกำลังการผลิตเพิ่มขึ้น 30% ภายในไตรมาส 4/2025 บริษัทระบุว่าภาพรวมตลาด Fiber ptic ในประเทศและภูมิภาคอาเซียนยังขยายตัวต่อเนื่อง,บวก,ความต้องการสาย Fiber ptic สูงจากการผุดโครงข่าย 5G ส่งผลดีต่อยอดขาย การลงทุนขยายกำลังการผลิตเตรียมรับดีมานด์ในระยะยาว
KUMWEL,KUMWEL รายได้ Q1/2025 ลดเล็กน้อย แต่กำไรพาร์ทเนอร์สูงขึ้น,,"Q1/2025 รายได้รวม 1,250 ล้านบาท ลดลง 4% YY จากราคาเหล็กและทองแดงปรับเพิ่ม แต่ EBITDA เพิ่มขึ้น 6% เนื่องจากการบริหารต้นทุน รายได้จากโครงการใหม่ (EV wiring + Fiber ptic) เริ่มปรากฏเล็กน้อย แม้ยังไม่ส่งผลเต็มปี ผู้บริหารมองว่ายังเป็นช่วงเปลี่ยนผ่าน (transitin) สู่ธุรกิจเทคโนโลยีสูง",กลาง,รายได้ลดลงเล็กน้อยถือว่าไม่รุนแรงเมื่อเทียบกับต้นทุนที่ควบคุมได้ดี ช่วงเปลี่ยนผ่านธุรกิจยังต้องใช้เวลา รอรับรู้รายได้จากสัญญา EV และ Fiber ptic เต็มรูปแบบ
KUMWEL,KUMWEL เซ็นสัญญาจัดหาแผงวงจรพวงมาลัยไฟฟ้าให้ผู้ผลิตรถยนต์ญี่ปุ่น,,KUMWEL บรรลุข้อตกลงผลิตชุดสายไฟและ ECU ให้กับผู้ผลิตรถยนต์สัญชาติญี่ปุ่น มูลค่าสัญญา 800 ล้านบาทต่อปี วางแผนขยายโรงงานรองรับกำลังการผลิตเพิ่ม 15% ภายใน Q2/2025 เพื่อรองรับออร์เดอร์ชุดที่ 2 นโยบายยุทธศาสตร์เน้นเติบโตในกลุ่มอุตสาหกรรมยานยนต์ไฟฟ้า (EV),บวก,สัญญาจากผู้ผลิตญี่ปุ่นช่วยสร้างความเชื่อมั่นต่อความสามารถในการแข่งขันในตลาดโลก รายได้ประจำปีเพิ่มแน่นอน ช่วยสนับสนุนกำไรในระยะกลาง
KUMWEL,KUMWEL เผชิญต้นทุนทองแดงพุ่ง X% กดดัน margin Q3/2023,,ราคาทองแดงโลกพุ่งขึ้นกว่า 20% ใน Q3/2023 ทำให้ต้นทุนวัตถุดิบหลักของ KUMWEL เพิ่มขึ้นมาก เน้นย้ำว่าราคาแผงวงจรและสายไฟปรับตามตลาดโลกอย่างใกล้ชิด การขึ้นราคาขายสินค้าไม่ทันกับต้นทุนที่พุ่ง EBITDA Margin Q3/2023 ลดเหลือ 8.5% จาก 12% ในครึ่งปีแรก,ลบ,ต้นทุนวัตถุดิบที่พุ่งขึ้นเร็วกว่าการปรับราคา จำเป็นต้องดูดซับต้นทุนบางส่วน ทำให้กำไรลดลง นักลงทุนกังวลถึงภาวะกำไรที่จะถูกกดดันเรื่อยๆ จนกว่าราคาโลหะจะทรงตัว
LH,"LH เปิดโครงการใหม่ ‘Land & Huses Smart City’ มูลค่า 10,000 ล้านบาท ชูคอนเซ็ปต์เมืองอัจฉริยะ",,"LH เปิดตัวโครงการ Land & Huses Smart City ที่ฉะเชิงเทรา มูลค่ากว่า 10,000 ล้านบาท เป็นโครงการ Mixeduse ที่เน้นความยั่งยืนและเทคโนโลยี IT ภายในบ้าน ตั้งเป้าปล่อยยูนิตเฟสแรก 1,200 ยูนิตใน Q4/2025 บริษัทร่วมมือกับพันธมิตรด้านพลังงานสะอาดและโครงสร้างพื้นฐานดิจิทัล",บวก,โครงการขนาดใหญ่และนวัตกรรมสูงช่วยสร้างภาพลักษณ์ที่ดี มีศักยภาพสร้างกำไรในระยะยาว ดีมานด์ที่อยู่อาศัยใกล้เมืองรองยังแข็งแรง
LH,LH Q1/2025 กำไรเติบโต 25% หุ้นอสังหาฯ ฟื้นตัวจากมาตรการรัฐ,,"LH รายงานกำไรสุทธิไตรมาส 1/2025 อยู่ที่ 1,800 ล้านบาท เติบโต 25% YY รายได้จากการโอนบ้านและคอนโดเพิ่มขึ้น 18% จากดีมานด์ที่ฟื้นตัวจากมาตรการลดค่าธรรมเนียมโอน Backlg รายได้อยู่ที่ 20,500 ล้านบาท เพียงพอรับรู้รายได้ถึง Q4/2025",บวก,กำไรที่เติบโตชัดเจนสะท้อนว่าตลาดอสังหาฯ กลับมาคึกคักอีกครั้ง Backlg ที่สูงช่วยหนุนรายได้ให้กับไตรมาสที่เหลือของปี
LH,"LH ลงทุนพันธบัตรเขียว (Green Bnd) 5,000 ล้านบาท ขยายโครงการคอนโดรักษ์โลก",,"LH ออก Green Bnd มูลค่า 5,000 ล้านบาท อายุ 7 ปี อัตราดอกเบี้ยแบบลอยตัว 4.0% ใช้เงินที่ได้ไปพัฒนาโครงการคอนโดมิเนียมที่ใช้พลังงานหมุนเวียนและวางระบบรีไซเคิลน้ำเสีย เป็นส่วนหนึ่งของแผน ESG ของกลุ่ม LH ในปี 2025",บวก,รองรับกระแส ESG สร้างความเชื่อมั่นให้กับกลุ่มนักลงทุนที่เน้นความยั่งยืน ลดต้นทุนพลังงานและบริหารจัดการโครงการได้ยั่งยืนในระยะยาว
LH,LH เซ็น MU กับพันธมิตรญี่ปุ่น พัฒนาโครงการบ้านแนวอนุรักษ์พลังงาน,,LH จับมือสถาบันวิจัยพลังงานของญี่ปุ่น (Japan Energy Institute) พัฒนาโครงการบ้านแนวประหยัดพลังงาน (ZEB: Net Zer Energy Building) คาดนำเทคโนโลยีบ้านฉนวนและระบบโซลาร์รูฟมาทดลองใช้ในบางโครงการต้นแบบช่วง Q2/2025 มีเป้าหมายลดการใช้พลังงานภายในบ้านลง 30%,กลาง,เป็นโครงการวิจัยร่วม แต่ยังไม่ได้สร้างรายได้ทันที สร้างภาพลักษณ์ทาง ESG แต่ผลตอบแทนทางเศรษฐกิจต้องรอพิสูจน์ระยะยาว
LH,LH เผชิญต้นทุนที่ดินพุ่งขึ้น กดดันมาร์จินโครงการใหม่ Q3/2023,,ราคาที่ดินในพื้นที่ชานเมืองและเมืองรองพุ่งสูงขึ้นเฉลี่ย 15–20% YY ทำให้ LH ต้องรับต้นทุนที่ดินเพิ่มขึ้น ส่งผลให้มาร์จินขั้นต้นเฉลี่ยโครงการใหม่อยู่ที่ 20% ลดลงจาก 25% ในปีก่อน ฝ่ายบริหารปรับกลยุทธ์ใช้ที่ดินเดิมที่ซื้อไว้ในอดีตก่อน,ลบ,ต้นทุนที่ดินขึ้นสูงกระทบอัตรากำไรขั้นต้น ทำให้กำไรสุทธิถูกกดดัน นักลงทุนกังวลว่าโครงการใหม่จะให้ผลตอบแทนต่ำลงจนกว่าต้นทุนที่ดินจะทรงตัว
LHFG,LHFG รายได้ดอกเบี้ย Q1/2025 โต 20% รับดีมานด์สินเชื่อบ้านฟื้นตัว,,"LHFG รายงานผลประกอบการไตรมาส 1/2025 รายได้ดอกเบี้ยสุทธิ 2,200 ล้านบาท เพิ่มขึ้น 20% YY  สินเชื่อที่อยู่อาศัย (Hme Lan) ขยายตัว 15% จากมาตรการลดค่าธรรมเนียมโอนและจดจำนอง  NPL Rati ลดลงเหลือ 1.8% จาก 2.5% ในปี 2024",บวก,รายได้ดอกเบี้ยที่เติบโตชัดเจนสะท้อนภาพรวมสินเชื่อบ้านฟื้นตัว  คุณภาพสินเชื่อดีขึ้นจาก NPL ลดลง
LHFG,LHFG จับมือ KBank ออกบัตรสินเชื่อบ้านร่วมกัน ดอกเบี้ย 3.2% นาน 2 ปี,,LHFG ร่วมมือกับ KBank เปิดตัว ‘Hme Credit Card’ สำหรับผู้ซื้อบ้านผ่านโครงการ LH ชูเป็นดอกเบี้ย 3.2% คงที่ 2 ปีแรก  หลังจากนั้นปรับเป็น MRR2.25%  คาดช่วยกระตุ้นยอดปล่อยสินเชื่อบ้านเพิ่มขึ้น 10% ใน Q2/2025,บวก,แคมเปญร่วมธนาคารใหญ่ช่วยดึงลูกค้าใหม่และเพิ่มพอร์ตสินเชื่อ  ลดภาระต้นทุนการเงินระยะสั้น
LHFG,"LHFG ปิดดีลขาย NPL มูลค่า 1,800 ล้านบาทกับบริษัทบริหารสินทรัพย์",,"LHFG ขายพอร์ตสินเชื่อด้อยคุณภาพ (NPL) มูลค่า 1,800 ล้านบาทให้กับ AMC เพื่อล้างพอร์ต NPL ใน Q4/2024  คาดลดภาระการตั้งสำรองหนี้ได้เกือบ 1,200 ล้านบาท  ธนาคารตั้งเป้า NPL Rati เหลือต่ำกว่า 2% ภายในสิ้นปี 2025",บวก,การขาย NPL ช่วยปลดล็อกศักยภาพสินเชื่อโดยไม่ต้องสำรองสูง  ปรับปรุงคุณภาพสินทรัพย์ เพิ่มศักยภาพการปล่อยสินเชื่อใหม่
LHFG,"LHFG ออกหุ้นกู้เพิ่มทุน 5,000 ล้านบาท เสริมฐานเงินทุนรองรับสินเชื่อโต",,"LHFG ออกหุ้นกู้ระยะยาววงเงิน 5,000 ล้านบาท อัตราดอกเบี้ยคงที่ 3.5% อายุ 7 ปี  เงินที่ระดมได้ใช้เสริมความแข็งแกร่งด้านเงินทุนรองรับแผนขยายสินเชื่อบ้านและคอนโด  ธนาคารคาดได้ WACC ลดลงจากการกระจายแหล่งเงินทุนหลายรูปแบบ",กลาง,แม้เป็นการระดมทุนที่ดี แต่ต้นทุนดอกเบี้ยหุ้นกู้ใหม่อาจสูงกว่าหนี้เดิมเล็กน้อย  ปัจจัยบวกคือมีเงินทุนเพิ่ม รับรองการเติบโตสินเชื่อ แต่ต้นทุนการเงินก็เพิ่มขึ้นบ้าง
LHFG,LHFG เผชิญ NPL พุ่ง 2.8% หลังสินเชื่อบ้านค้างชำระช่วงโควิด,,Q3/2023 NPL Rati ของ LHFG เพิ่มขึ้นจาก 2.1% ใน Q2/2023 มาอยู่ที่ 2.8%  ลูกหนี้บ้านและคอนโดที่ถูกพักชำระหนี้ (mratrium) หลังโควิดยังทยอยเข้าสู่สถานะสูญเสีย  ธนาคารเพิ่มการตั้งสำรองหนี้ถึง 800 ล้านบาทในไตรมาสดังกล่าว,ลบ,การตั้งสำรองสูงกระทบกำไรสุทธิ และ NPL ที่สูงขึ้นทำให้ภาพลักษณ์สินเชื่อด้อยคุณภาพ  นักลงทุนกังวลต่อการฟื้นตัวของสินเชื่อบ้านยังต้องใช้เวลา
LIT,"LIT ขยายอุตสาหกรรมนิคมฯ ลำลูกกา เฟส 2 มูลค่า 6,500 ล้านบาท",,"LIT (Land and Huses Industrial Estate) เปิดนิคมอุตสาหกรรมลำลูกกา เฟส 2 มูลค่า 6,500 ล้านบาท บนพื้นที่ 2,200 ไร่  ลงนาม MU กับพันธมิตรจากจีน เตรียมขยายฐานอุตสาหกรรมยานยนต์และอิเล็กทรอนิกส์  คาดเปิดขายล็อตแรก 500 ไร่ Q3/2025",บวก,การขยายเฟส 2 แสดงถึงดีมานด์พื้นที่อุตสาหกรรมยังแข็งแรง  นักลงทุนมองโอกาสเติบโตสูงจากภาคอุตสาหกรรม EV และชิ้นส่วนอิเล็กทรอนิกส์
LIT,LIT รายได้ Q1/2025 เพิ่มขึ้น 12% รับยอดขายที่ดินนิคมฯ ฟื้นตัว,,"Q1/2025 LIT มีรายได้รวม 1,800 ล้านบาท เพิ่มขึ้น 12% YY จากยอดขายโควตาที่ดินนิคมฯ ลำลูกกาและนิคมฯ ปทุมธานี  Backlg ที่ดินที่ขายได้ใน Q1/2025 อยู่ที่ 2,200 ล้านบาท พร้อมทยอยรับรู้รายได้ถึง Q4/2025  ผู้บริหารระบุว่าดีมานด์ภาคอุตสาหกรรมกลับมาคึกคักหลังโควิด",บวก,ยอดขายที่ดินนิคมฯ ฟื้นตัวได้ชัด นับเป็นสัญญาณฟื้นตัวของภาคอุตสาหกรรม  Backlg สูงช่วยหนุนรายได้ระยะกลาง–ยาว
LIT,LIT ลงนาม MU พัฒนา EV Ecsystem ภายในนิคมฯ ปทุมธานี,,"LIT ลงนาม MU กับผู้ผลิตชิ้นส่วน EV รายใหญ่ สัญชาติไทยและจีน เพื่อสร้าง EV Ecsystem ครบวงจรในนิคมฯ ปทุมธานี  ตั้งเป้าดึงเม็ดเงินลงทุนภายในนิคมฯ เพิ่มขึ้น 1,200 ล้านบาทในปี 2025  นิคมฯ ปรับปรุงโครงสร้างพื้นฐานรองรับโรงงานแบตเตอรี่และศูนย์ R&D",บวก,แนวโน้มอุตสาหกรรม EV ในไทยกำลังเติบโต ทำให้โครงการนี้มีโอกาสสร้างรายได้สูง  การผนึกกำลังกับพันธมิตรช่วยลดความเสี่ยงการลงทุน
LIT,LIT เปิดตัวโครงการ ‘นิคมฯ สะอาด’ ใช้พลังงานหมุนเวียน 100%,,LIT เปิดตัวนิคมอุตสาหกรรมภายใต้แนวคิด ‘Clean Industrial Estate’ ใช้พลังงานหมุนเวียนจากโซลาร์เซลล์และพลังงานชีวมวล 100%  ตั้งเป้าลด carbn ftprint ในนิคมได้ 40% ภายในปี 2026  ประเมินต้นทุนเริ่มต้นเพิ่มขึ้น 10% แต่คาดลดค่าไฟฟ้ารายปีได้ 15%,กลาง,แม้ภาพลักษณ์ ESG จะดี แต่ต้นทุนเบื้องต้นสูงขึ้น ต้องรอดูผลตอบแทนระยะยาว  นักลงทุนบางกลุ่มอาจให้ความสำคัญกับโครงการสีเขียว แต่ในระยะสั้นต้องใช้เงินลงทุนมาก
LIT,LIT ชะลอแผนขยายนิคมฯ หลังต้นทุนแรงงานและวัสดุก่อสร้างพุ่ง,,LIT ประกาศชะลอแผนขยายพื้นที่นิคมฯ บางส่วน เนื่องจากต้นทุนแรงงานในภาคอุตสาหกรรมพุ่งขึ้น 8% และต้นทุนวัสดุก่อสร้างสูงขึ้น 12% YY  โครงการนิคมฯ เฟสใหม่ในจังหวัดอยุธยาถูกเลื่อนไปเป็น Q2/2024  บริษัทเน้นปรับโครงสร้างต้นทุนและกู้เงินเพื่อเสริมสภาพคล่อง,ลบ,การชะลอขยายโครงการย่อมลดโอกาสสร้างรายได้ทันที  นักลงทุนกังวลต้นทุนแรงงานและวัสดุที่สูงขึ้น ส่งผลให้มาร์จินลดลง
LXLEY,"LXLEY รุกธุรกิจ Smart Grid ลงทุนร่วม JV มูลค่า 1,000 ล้านบาท",,"LXLEY ร่วมมือกับพันธมิตรญี่ปุ่นตั้งบริษัทร่วมทุน (JV) พัฒนาโซลูชัน Smart Grid สำหรับการจัดการพลังงานในโรงงานอุตสาหกรรม  วงเงินลงทุนเบื้องต้น 1,000 ล้านบาท คาดสร้างสัญญาระยะยาวกับการไฟฟ้าภูมิภาค (PEA) และโรงงานขนาดใหญ่ในปี 2025  LXLEY ตั้งเป้าขยายสัดส่วนรายได้จากธุรกิจดิจิทัลเป็น 25% ภายในปี 2026",บวก,ตลาด Smart Grid เติบโตสูงสอดคล้องกับนโยบายพลังงานอัจฉริยะของภาครัฐ  โครงการ JV กับญี่ปุ่นช่วยเสริมความเชื่อมั่นเรื่องเทคโนโลยี
LXLEY,LXLEY Q1/2025 กำไรทรงตัว แต่ยอดขายพุ่ง 10% จากงานระบบ ICT,,LXLEY รายงานกำไรสุทธิไตรมาส 1/2025 อยู่ที่ 120 ล้านบาท ทรงตัว YY แม้ยอดขายรวมเพิ่มขึ้น 10% เนื่องจากต้นทุน SG&A เพิ่มตามแผนขยายธุรกิจ ICT  รายได้ส่วนงาน ICT และ ECmmerce ขยายตัว 30% เมื่อเทียบกับไตรมาสเดียวกันปีก่อน  คาดกำไรทั้งปี 2025 จะเติบโต 8–10%,กลาง,ยอดขายพุ่งจากธุรกิจใหม่ แต่ต้นทุนบริหารก็สูงขึ้นตามแผนขยายธุรกิจ  นักลงทุนต้องการเห็นกำไรสุทธิที่ปรับตัวขึ้นชัดเจนมากกว่านี้
LXLEY,LXLEY ลงนาม MU กับ กฟผ. พัฒนาสถานีชาร์จ EV 50 สถานีทั่วไทย,,LXLEY ทำ MU กับการไฟฟ้าฝ่ายผลิตแห่งประเทศไทย (กฟผ.) เพื่อพัฒนาสถานีชาร์จรถยนต์ไฟฟ้า (EV Charging Statin) จำนวน 50 สถานีทั่วประเทศภายในปี 2025  ตั้งเป้าให้ทุกสถานีเชื่อมต่อกับแพลตฟอร์ม IT ของ LXLEY เพื่อบริหารจัดการพลังงานอย่างมีประสิทธิภาพ  คาดสร้างรายได้จากการขายอุปกรณ์และค่าบริการหลังการติดตั้งรวม 300 ล้านบาทในปีแรก,บวก,EV Charging Statin เป็นตลาดเกิดใหม่ที่เติบโตเร็วในไทย ตามนโยบายส่งเสริมการใช้ EV  การบริหารผ่าน IT เพิ่มมูลค่าบริการหลังการขาย
LXLEY,LXLEY ขายธุรกิจค้าส่งสินค้า IT ให้ B5G ย้ำโฟกัสธุรกิจดิจิทัล,,LXLEY ขายธุรกิจค้าส่งสินค้า IT และอุปกรณ์อิเล็กทรอนิกส์ทั้งหมดให้กับบริษัท B5G มูลค่า 400 ล้านบาท  เงินที่ได้ใช้ลงทุนพัฒนาแพลตฟอร์มดิจิทัลและเพิ่มทุนในธุรกิจ Smart City  ผู้บริหารมองว่าตลาดค้าส่ง IT แข่งขันสูง มองหาธุรกิจที่มีโอกาสเติบโตสูงกว่า,กลาง,แม้ได้เงินทุนจากการขายธุรกิจ แต่สูญเสียรายได้ประจำจากธุรกิจค้าส่ง IT  ภาพในระยะยาวค่อนข้างชัดเจนเรื่องโฟกัสที่ดิจิทัล แต่ต้องใช้เวลารีอินเวสต์
LXLEY,LXLEY เผชิญกำไร Q3/2023 ลดลง 15% ต้นทุนขนส่งพุ่ง,,Q3/2023 กำไรสุทธิ LXLEY ลดลง 15% YY อยู่ที่ 95 ล้านบาท เนื่องจากต้นทุนโลจิสติกส์และค่าขนส่งสินค้า IT พุ่งสูงจากราคาน้ำมันโลก  ยอดขายธุรกิจ ICT และค้าปลีกสินค้า IT ก็ทรงตัว  ฝ่ายบริหารระบุแผนปรับลดต้นทุนโลจิสติกส์ใน Q4/2023,ลบ,ต้นทุนขนส่งสูงกินกำไรขั้นต้นชัดเจน  ตลาดค้าปลีก IT ชะลอตัว นักลงทุนมองว่าธุรกิจเสี่ยงต้องปรับโครงสร้าง
LPN,"LPN เปิดตัวคอนโดใหม่ ‘LPN Avenue Sukhumvit 64’ มูลค่า 3,800 ล้านบาท",,"LPN เปิดตัวโครงการคอนโดมิเนียม LPN Avenue Sukhumvit 64 มูลค่าโครงการ 3,800 ล้านบาท จำนวน 950 ยูนิต  ทำเลใกล้แยกบางจาก–อ่อนนุช เดินทางสะดวกด้วย BTS สถานีอ่อนนุช  ราคาเริ่ม 2.5 ล้านบาท เน้นกลุ่ม First‐hme buyer และนักลงทุนเช่า",บวก,ทำเลดีใกล้ BTS ย่านอ่อนนุชซึ่งความต้องการที่อยู่อาศัยในกรุงเทพฯ ยังคงสูง  โครงการใหม่ช่วยเพิ่มยอดโอนและกระแสเงินสดเข้า เป็นปัจจัยบวกต่อปี 2025
